codon	cat	obs	ansum	anmax
agG/agA	8.0000e+00	128	31331579	251496
agG/agA	9.0000e+00	88	21478137	251496
agG/agA	1.0000e+01	91	22406459	251484
agG/agA	1.1000e+01	50	12277910	251496
agG/agA	1.2000e+01	34	8360148	251482
agG/agA	1.3000e+01	29	7088311	251450
agG/agA	1.4000e+01	32	7789289	251472
agG/agA	1.5000e+01	34	8409504	251418
agG/agA	1.6000e+01	27	6566720	251452
agG/agA	1.7000e+01	22	5466752	251466
agT/agC	0.0000e+00	8255	2031708249	251496
agT/agC	1.0000e+00	2976	733607270	251496
agT/agC	2.0000e+00	1231	302902400	251496
agT/agC	3.0000e+00	640	157946990	251496
agT/agC	4.0000e+00	372	91232232	251494
agT/agC	5.0000e+00	241	59528987	251496
agT/agC	6.0000e+00	139	34290956	251494
agT/agC	7.0000e+00	102	25304409	251492
agT/agC	8.0000e+00	76	18739368	251494
agT/agC	9.0000e+00	55	13549914	251496
agT/agC	1.0000e+01	39	9592238	251482
agT/agC	1.1000e+01	25	6122439	251458
agT/agC	1.2000e+01	27	6582474	251494
agT/agC	1.3000e+01	25	6093355	251494
agT/agC	1.4000e+01	16	3929362	251384
agT/agC	1.5000e+01	29	7159234	251454
agT/agC	1.6000e+01	61	14673446	251458
agT/agC	1.7000e+01	65	16000340	251488
atA/atC	0.0000e+00	1107	272092677	251496
atA/atC	1.0000e+00	318	78065295	251494
atA/atC	2.0000e+00	148	36185094	251492
atA/atC	3.0000e+00	60	14653602	251484
atA/atC	4.0000e+00	47	11580487	251494
atA/atC	5.0000e+00	28	6862160	251476
atA/atC	6.0000e+00	24	5956002	251482
atA/atC	7.0000e+00	15	3738798	251436
atA/atC	8.0000e+00	10	2416384	251452
atA/atC	9.0000e+00	9	2244182	251452
atA/atC	1.0000e+01	6	1466652	251446
atA/atC	1.1000e+01	7	1721596	251438
atA/atC	1.2000e+01	3	737302	251092
atA/atC	1.3000e+01	6	1477066	251412
atA/atC	1.4000e+01	2	501126	251374
atA/atC	1.5000e+01	3	753484	251378
atA/atC	1.6000e+01	12	2920072	251466
atA/atC	1.7000e+01	15	3641562	251474
atA/atT	0.0000e+00	1316	323543392	251496
atA/atT	1.0000e+00	387	94708368	251496
atA/atT	2.0000e+00	170	42141245	251494
atA/atT	3.0000e+00	83	20402692	251492
atA/atT	4.0000e+00	38	9134905	251482
atA/atT	5.0000e+00	33	8096429	251492
atA/atT	6.0000e+00	25	6019229	251474
atA/atT	7.0000e+00	12	2996764	251494
atA/atT	8.0000e+00	9	2207308	251492
atA/atT	9.0000e+00	10	2460436	251434
atA/atT	1.0000e+01	4	1002894	251494
atA/atT	1.1000e+01	2	502536	251386
atA/atT	1.2000e+01	1	250152	250152
atA/atT	1.3000e+01	2	502880	251442
atA/atT	1.4000e+01	1	248148	248148
atA/atT	1.6000e+01	2	501460	250862
atA/atT	1.7000e+01	3	728784	249472
atC/atA	0.0000e+00	8282	2038831138	251496
atC/atA	1.0000e+00	3054	750805842	251496
atC/atA	2.0000e+00	1256	308841509	251496
atC/atA	3.0000e+00	644	159020188	251496
atC/atA	4.0000e+00	392	96831932	251496
atC/atA	5.0000e+00	202	50091783	251496
atC/atA	6.0000e+00	139	34234612	251492
atC/atA	7.0000e+00	93	22988808	251494
atC/atA	8.0000e+00	72	17769317	251496
atC/atA	9.0000e+00	54	13375743	251492
atC/atA	1.0000e+01	37	9042998	251460
atC/atA	1.1000e+01	23	5686316	251486
atC/atA	1.2000e+01	15	3700996	251422
atC/atA	1.3000e+01	14	3500250	251424
atC/atA	1.4000e+01	17	4066256	251480
atC/atA	1.5000e+01	13	3246978	251408
atC/atA	1.6000e+01	15	3608230	251428
atC/atA	1.7000e+01	8	1957296	251492
atC/atT	0.0000e+00	17382	4281643674	251496
atC/atT	1.0000e+00	10527	2590906456	251496
atC/atT	2.0000e+00	7247	1788604837	251496
atC/atT	3.0000e+00	4174	1029868251	251496
atC/atT	4.0000e+00	2208	544941207	251496
atC/atT	5.0000e+00	1204	296309822	251496
atC/atT	6.0000e+00	760	187374683	251496
atC/atT	7.0000e+00	509	125704711	251496
atC/atT	8.0000e+00	361	88890695	251494
atC/atT	9.0000e+00	302	74891253	251496
atC/atT	1.0000e+01	171	42265075	251490
atC/atT	1.1000e+01	95	23319470	251496
atC/atT	1.2000e+01	85	21042286	251496
atC/atT	1.3000e+01	77	18998679	251478
atC/atT	1.4000e+01	72	17742513	251484
atC/atT	1.5000e+01	72	17776400	251486
atC/atT	1.6000e+01	66	16338881	251468
atC/atT	1.7000e+01	48	11957494	251484
atT/atA	0.0000e+00	2931	722959266	251496
atT/atA	1.0000e+00	889	219234195	251496
atT/atA	2.0000e+00	374	91943137	251496
atT/atA	3.0000e+00	189	46871487	251492
atT/atA	4.0000e+00	119	29319657	251496
atT/atA	5.0000e+00	54	13429982	251488
atT/atA	6.0000e+00	50	12291188	251476
atT/atA	7.0000e+00	35	8430384	251496
atT/atA	8.0000e+00	22	5476608	251496
atT/atA	9.0000e+00	17	4162197	251328
atT/atA	1.0000e+01	8	1979240	251478
atT/atA	1.1000e+01	9	2232912	251370
atT/atA	1.2000e+01	5	1251034	251342
atT/atA	1.3000e+01	4	973470	250632
atT/atA	1.4000e+01	5	1248732	251288
atT/atA	1.5000e+01	2	491030	248910
atT/atA	1.6000e+01	4	977090	251386
atT/atA	1.7000e+01	5	1253334	251428
atT/atC	0.0000e+00	7409	1827689570	251496
atT/atC	1.0000e+00	2625	646992124	251496
atT/atC	2.0000e+00	1109	273990131	251496
atT/atC	3.0000e+00	557	136801220	251496
atT/atC	4.0000e+00	300	73733566	251496
atT/atC	5.0000e+00	170	42168940	251490
atT/atC	6.0000e+00	119	29583627	251494
atT/atC	7.0000e+00	99	24345027	251492
atT/atC	8.0000e+00	67	16550178	251494
atT/atC	9.0000e+00	53	13048019	251488
atT/atC	1.0000e+01	42	10388210	251490
atT/atC	1.1000e+01	29	7158128	251492
atT/atC	1.2000e+01	34	8428160	251484
atT/atC	1.3000e+01	28	6884904	251492
atT/atC	1.4000e+01	27	6737862	251438
atT/atC	1.5000e+01	26	6328842	251474
atT/atC	1.6000e+01	38	9377858	251490
atT/atC	1.7000e+01	79	19612068	251486
caA/caG	0.0000e+00	13325	3274156130	251496
caA/caG	1.0000e+00	6928	1705960001	251496
caA/caG	2.0000e+00	3468	852516795	251496
caA/caG	3.0000e+00	1845	454076125	251496
caA/caG	4.0000e+00	1037	255805407	251494
caA/caG	5.0000e+00	622	153079882	251494
caA/caG	6.0000e+00	371	91465736	251496
caA/caG	7.0000e+00	276	67882427	251494
caA/caG	8.0000e+00	224	55223713	251496
caA/caG	9.0000e+00	152	37489088	251490
caA/caG	1.0000e+01	106	26269716	251490
caA/caG	1.1000e+01	88	21590609	251494
caA/caG	1.2000e+01	49	12048315	251486
caA/caG	1.3000e+01	53	12664226	251486
caA/caG	1.4000e+01	45	11051116	251492
caA/caG	1.5000e+01	58	14326506	251460
caA/caG	1.6000e+01	59	14568420	251478
caA/caG	1.7000e+01	74	18335164	251484
caC/caT	0.0000e+00	16313	4007513823	251496
caC/caT	1.0000e+00	9421	2308712764	251496
caC/caT	2.0000e+00	6718	1650324799	251496
caC/caT	3.0000e+00	4251	1045057763	251496
caC/caT	4.0000e+00	2377	583887775	251496
caC/caT	5.0000e+00	1279	314479896	251496
caC/caT	6.0000e+00	796	195932938	251494
caC/caT	7.0000e+00	553	135998202	251494
caC/caT	8.0000e+00	406	100201111	251496
caC/caT	9.0000e+00	291	71963538	251496
caC/caT	1.0000e+01	200	49383537	251490
caC/caT	1.1000e+01	113	27817660	251478
caC/caT	1.2000e+01	87	21417571	251486
caC/caT	1.3000e+01	85	20967590	251470
caC/caT	1.4000e+01	85	20913118	251486
caC/caT	1.5000e+01	98	23991795	251486
caC/caT	1.6000e+01	94	23023157	251486
caC/caT	1.7000e+01	59	14592066	251482
caG/caA	0.0000e+00	24268	5960346759	251496
caG/caA	1.0000e+00	8979	2205005486	251496
caG/caA	2.0000e+00	3883	953142034	251496
caG/caA	3.0000e+00	1913	468913107	251496
caG/caA	4.0000e+00	1095	268725280	251496
caG/caA	5.0000e+00	675	166112272	251496
caG/caA	6.0000e+00	425	104412246	251496
caG/caA	7.0000e+00	303	74676621	251492
caG/caA	8.0000e+00	244	59770494	251494
caG/caA	9.0000e+00	185	45281441	251496
caG/caA	1.0000e+01	119	29169340	251494
caG/caA	1.1000e+01	98	24131183	251490
caG/caA	1.2000e+01	55	13486785	251488
caG/caA	1.3000e+01	62	15231479	251496
caG/caA	1.4000e+01	54	13260851	251496
caG/caA	1.5000e+01	62	15215444	251484
caG/caA	1.6000e+01	64	15669247	251486
caG/caA	1.7000e+01	57	14089296	251430
caT/caC	0.0000e+00	10660	2625358966	251496
caT/caC	1.0000e+00	4832	1192028606	251496
caT/caC	2.0000e+00	2145	527774408	251496
caT/caC	3.0000e+00	1064	262820602	251496
caT/caC	4.0000e+00	594	146208381	251496
caT/caC	5.0000e+00	367	90421092	251496
caT/caC	6.0000e+00	200	49243087	251496
caT/caC	7.0000e+00	137	33663078	251492
caT/caC	8.0000e+00	135	33061377	251492
caT/caC	9.0000e+00	104	25456330	251492
caT/caC	1.0000e+01	93	23053027	251494
caT/caC	1.1000e+01	48	11333352	251450
caT/caC	1.2000e+01	33	8198626	251480
caT/caC	1.3000e+01	31	7620524	251480
caT/caC	1.4000e+01	29	7141598	251462
caT/caC	1.5000e+01	56	13655438	251482
caT/caC	1.6000e+01	64	15685838	251464
caT/caC	1.7000e+01	84	20824714	251466
ccA/ccC	0.0000e+00	4334	1064982175	251496
ccA/ccC	1.0000e+00	1496	366910367	251496
ccA/ccC	2.0000e+00	690	168815449	251494
ccA/ccC	3.0000e+00	376	91824003	251492
ccA/ccC	4.0000e+00	213	51528383	251494
ccA/ccC	5.0000e+00	147	35736380	251494
ccA/ccC	6.0000e+00	127	30689218	251492
ccA/ccC	7.0000e+00	80	19200163	251494
ccA/ccC	8.0000e+00	68	16594288	251488
ccA/ccC	9.0000e+00	47	11217380	251486
ccA/ccC	1.0000e+01	34	8122654	251488
ccA/ccC	1.1000e+01	17	4178426	251460
ccA/ccC	1.2000e+01	9	2176274	251466
ccA/ccC	1.3000e+01	9	2070820	251468
ccA/ccC	1.4000e+01	12	2899238	251480
ccA/ccC	1.5000e+01	13	3153639	251424
ccA/ccC	1.6000e+01	18	4352934	251478
ccA/ccC	1.7000e+01	13	3157100	251474
ccA/ccG	0.0000e+00	15168	3726306051	251496
ccA/ccG	1.0000e+00	6747	1657666950	251496
ccA/ccG	2.0000e+00	2853	702163113	251496
ccA/ccG	3.0000e+00	1394	342516292	251496
ccA/ccG	4.0000e+00	846	207518263	251496
ccA/ccG	5.0000e+00	472	116051497	251496
ccA/ccG	6.0000e+00	275	67722430	251494
ccA/ccG	7.0000e+00	234	57362175	251490
ccA/ccG	8.0000e+00	177	43643050	251496
ccA/ccG	9.0000e+00	133	32766799	251482
ccA/ccG	1.0000e+01	95	23505330	251496
ccA/ccG	1.1000e+01	67	16451446	251484
ccA/ccG	1.2000e+01	48	11816085	251492
ccA/ccG	1.3000e+01	50	12330740	251490
ccA/ccG	1.4000e+01	46	11148669	251476
ccA/ccG	1.5000e+01	75	18266428	251484
ccA/ccG	1.6000e+01	90	21884971	251476
ccA/ccG	1.7000e+01	123	29996930	251490
ccA/ccT	0.0000e+00	3031	745016045	251496
ccA/ccT	1.0000e+00	913	224258519	251496
ccA/ccT	2.0000e+00	391	95817125	251496
ccA/ccT	3.0000e+00	205	50224180	251494
ccA/ccT	4.0000e+00	132	32184729	251496
ccA/ccT	5.0000e+00	76	18758501	251496
ccA/ccT	6.0000e+00	40	9896869	251476
ccA/ccT	7.0000e+00	36	8789946	251494
ccA/ccT	8.0000e+00	17	4109426	251466
ccA/ccT	9.0000e+00	21	5233492	251478
ccA/ccT	1.0000e+01	11	2715644	251490
ccA/ccT	1.1000e+01	7	1752176	251424
ccA/ccT	1.2000e+01	5	1232274	251436
ccA/ccT	1.3000e+01	7	1751610	251434
ccA/ccT	1.4000e+01	4	999264	251358
ccA/ccT	1.5000e+01	8	1950438	251446
ccA/ccT	1.6000e+01	6	1429526	250900
ccA/ccT	1.7000e+01	6	1467746	251330
ccC/ccA	0.0000e+00	5535	1352931466	251496
ccC/ccA	1.0000e+00	2375	575215245	251494
ccC/ccA	2.0000e+00	970	235776903	251496
ccC/ccA	3.0000e+00	512	124535761	251496
ccC/ccA	4.0000e+00	275	66931161	251496
ccC/ccA	5.0000e+00	161	38908100	251492
ccC/ccA	6.0000e+00	107	25873540	251492
ccC/ccA	7.0000e+00	69	16842801	251496
ccC/ccA	8.0000e+00	44	10855156	251484
ccC/ccA	9.0000e+00	49	11842084	251474
ccC/ccA	1.0000e+01	31	7556265	251494
ccC/ccA	1.1000e+01	20	4973838	251494
ccC/ccA	1.2000e+01	13	3206838	251494
ccC/ccA	1.3000e+01	14	3483546	251492
ccC/ccA	1.4000e+01	12	2891605	251454
ccC/ccA	1.5000e+01	9	2176584	251142
ccC/ccA	1.6000e+01	14	3397328	251446
ccC/ccA	1.7000e+01	16	3923320	251448
ccC/ccG	0.0000e+00	10193	2491322915	251496
ccC/ccG	1.0000e+00	4065	991577085	251496
ccC/ccG	2.0000e+00	1814	441725125	251496
ccC/ccG	3.0000e+00	996	242271308	251496
ccC/ccG	4.0000e+00	499	120970069	251496
ccC/ccG	5.0000e+00	312	75601455	251494
ccC/ccG	6.0000e+00	210	51289319	251490
ccC/ccG	7.0000e+00	156	37870465	251496
ccC/ccG	8.0000e+00	115	28059819	251492
ccC/ccG	9.0000e+00	89	21656833	251484
ccC/ccG	1.0000e+01	53	12902985	251458
ccC/ccG	1.1000e+01	31	7569160	251456
ccC/ccG	1.2000e+01	18	4406818	251446
ccC/ccG	1.3000e+01	19	4607712	251446
ccC/ccG	1.4000e+01	24	5956284	251450
ccC/ccG	1.5000e+01	23	5660450	251440
ccC/ccG	1.6000e+01	21	5133638	251438
ccC/ccG	1.7000e+01	24	5824596	251468
ccC/ccT	0.0000e+00	19705	4814500419	251496
ccC/ccT	1.0000e+00	11102	2702724807	251496
ccC/ccT	2.0000e+00	7818	1909425533	251496
ccC/ccT	3.0000e+00	5095	1246479457	251496
ccC/ccT	4.0000e+00	2854	697052832	251496
ccC/ccT	5.0000e+00	1576	384513680	251494
ccC/ccT	6.0000e+00	934	228787687	251496
ccC/ccT	7.0000e+00	650	158864639	251496
ccC/ccT	8.0000e+00	496	121265671	251496
ccC/ccT	9.0000e+00	386	94294091	251494
ccC/ccT	1.0000e+01	240	58703870	251490
ccC/ccT	1.1000e+01	135	32942286	251486
ccC/ccT	1.2000e+01	109	26780262	251488
ccC/ccT	1.3000e+01	85	20708727	251490
ccC/ccT	1.4000e+01	97	23899272	251474
ccC/ccT	1.5000e+01	83	20433668	251486
ccC/ccT	1.6000e+01	89	21784531	251474
ccC/ccT	1.7000e+01	56	13792409	251476
ccG/ccA	0.0000e+00	5604	1347148385	251496
ccG/ccA	1.0000e+00	8266	2000971112	251496
ccG/ccA	2.0000e+00	9622	2347268000	251496
ccG/ccA	3.0000e+00	7381	1805996397	251496
ccG/ccA	4.0000e+00	4126	1010655456	251496
ccG/ccA	5.0000e+00	2310	565959593	251496
ccG/ccA	6.0000e+00	1206	295308443	251494
ccG/ccA	7.0000e+00	908	221864276	251496
ccG/ccA	8.0000e+00	626	153099831	251494
ccG/ccA	9.0000e+00	452	110636315	251490
ccG/ccA	1.0000e+01	353	86567439	251496
ccG/ccA	1.1000e+01	213	52302691	251492
ccG/ccA	1.2000e+01	143	35160320	251492
ccG/ccA	1.3000e+01	118	28802698	251484
ccG/ccA	1.4000e+01	115	28122327	251490
ccG/ccA	1.5000e+01	112	27471988	251464
ccG/ccA	1.6000e+01	135	33158728	251464
ccG/ccA	1.7000e+01	80	19701402	251482
ccG/ccC	0.0000e+00	3297	800996243	251496
ccG/ccC	1.0000e+00	1239	300005024	251494
ccG/ccC	2.0000e+00	516	124734830	251496
ccG/ccC	3.0000e+00	292	70765125	251490
ccG/ccC	4.0000e+00	168	40880356	251494
ccG/ccC	5.0000e+00	111	26522490	251466
ccG/ccC	6.0000e+00	80	19342398	251490
ccG/ccC	7.0000e+00	40	9597609	251492
ccG/ccC	8.0000e+00	36	8607674	251458
ccG/ccC	9.0000e+00	25	6093434	251478
ccG/ccC	1.0000e+01	22	5193348	251420
ccG/ccC	1.1000e+01	15	3519852	251440
ccG/ccC	1.2000e+01	10	2360698	250094
ccG/ccC	1.3000e+01	13	3093904	251418
ccG/ccC	1.4000e+01	8	1980098	251368
ccG/ccC	1.5000e+01	12	2898480	251282
ccG/ccC	1.6000e+01	14	3382426	251342
ccG/ccC	1.7000e+01	15	3718662	251418
ccG/ccT	0.0000e+00	4124	1003557432	251496
ccG/ccT	1.0000e+00	1924	466492432	251496
ccG/ccT	2.0000e+00	775	187712750	251492
ccG/ccT	3.0000e+00	386	93632906	251490
ccG/ccT	4.0000e+00	210	51301285	251492
ccG/ccT	5.0000e+00	138	33803520	251496
ccG/ccT	6.0000e+00	79	18989398	251482
ccG/ccT	7.0000e+00	69	16627373	251472
ccG/ccT	8.0000e+00	50	12163876	251466
ccG/ccT	9.0000e+00	39	9560655	251496
ccG/ccT	1.0000e+01	29	7090764	251468
ccG/ccT	1.1000e+01	12	2885504	251458
ccG/ccT	1.2000e+01	12	2948360	251458
ccG/ccT	1.3000e+01	8	1990958	251346
ccG/ccT	1.4000e+01	6	1442756	251466
ccG/ccT	1.5000e+01	18	4261666	251390
ccG/ccT	1.6000e+01	11	2705820	251428
ccG/ccT	1.7000e+01	8	1900203	251340
ccT/ccA	0.0000e+00	2963	726046591	251496
ccT/ccA	1.0000e+00	920	225636843	251496
ccT/ccA	2.0000e+00	360	88289432	251494
ccT/ccA	3.0000e+00	200	49006002	251494
ccT/ccA	4.0000e+00	107	26029171	251486
ccT/ccA	5.0000e+00	80	19626686	251484
ccT/ccA	6.0000e+00	33	8193494	251488
ccT/ccA	7.0000e+00	45	10865483	251496
ccT/ccA	8.0000e+00	17	4081019	251492
ccT/ccA	9.0000e+00	22	5379260	251484
ccT/ccA	1.0000e+01	13	3160364	251470
ccT/ccA	1.1000e+01	9	2146856	251468
ccT/ccA	1.2000e+01	3	731798	248302
ccT/ccA	1.3000e+01	6	1505126	251394
ccT/ccA	1.4000e+01	5	1224044	251088
ccT/ccA	1.5000e+01	3	745372	251466
ccT/ccA	1.6000e+01	9	2158086	251398
ccT/ccA	1.7000e+01	7	1749822	251412
ccT/ccC	0.0000e+00	9899	2431084040	251496
ccT/ccC	1.0000e+00	3638	891970942	251496
ccT/ccC	2.0000e+00	1544	379116475	251496
ccT/ccC	3.0000e+00	821	201467375	251496
ccT/ccC	4.0000e+00	420	103371289	251494
ccT/ccC	5.0000e+00	282	69226689	251496
ccT/ccC	6.0000e+00	182	44523065	251490
ccT/ccC	7.0000e+00	133	32442796	251496
ccT/ccC	8.0000e+00	111	26950889	251488
ccT/ccC	9.0000e+00	88	21666648	251492
ccT/ccC	1.0000e+01	69	16916057	251496
ccT/ccC	1.1000e+01	47	11347317	251488
ccT/ccC	1.2000e+01	34	8321436	251494
ccT/ccC	1.3000e+01	23	5637237	251416
ccT/ccC	1.4000e+01	27	6654464	251460
ccT/ccC	1.5000e+01	37	9162782	251472
ccT/ccC	1.6000e+01	70	17053125	251418
ccT/ccC	1.7000e+01	87	21383171	251438
ccT/ccG	0.0000e+00	4164	1021865039	251496
ccT/ccG	1.0000e+00	1374	337106669	251496
ccT/ccG	2.0000e+00	535	131858087	251496
ccT/ccG	3.0000e+00	288	70529894	251496
ccT/ccG	4.0000e+00	161	39502295	251494
ccT/ccG	5.0000e+00	92	22491317	251496
ccT/ccG	6.0000e+00	79	19464001	251496
ccT/ccG	7.0000e+00	35	8493563	251482
ccT/ccG	8.0000e+00	42	10293925	251490
ccT/ccG	9.0000e+00	26	6360672	251478
ccT/ccG	1.0000e+01	20	4991392	251440
ccT/ccG	1.1000e+01	7	1700248	251474
ccT/ccG	1.2000e+01	6	1467034	251306
ccT/ccG	1.3000e+01	13	3224140	251480
ccT/ccG	1.4000e+01	9	2246596	251464
ccT/ccG	1.5000e+01	5	1212176	251394
ccT/ccG	1.6000e+01	10	2356922	251376
ccT/ccG	1.7000e+01	11	2716116	251484
cgA/cgC	0.0000e+00	1107	273531070	251496
cgA/cgC	1.0000e+00	353	86866498	251496
cgA/cgC	2.0000e+00	181	44672782	251496
cgA/cgC	3.0000e+00	101	24951089	251494
cgA/cgC	4.0000e+00	45	10932774	251496
cgA/cgC	5.0000e+00	29	7159340	251486
cgA/cgC	6.0000e+00	11	2527196	251480
cgA/cgC	7.0000e+00	14	3497520	251494
cgA/cgC	8.0000e+00	7	1722356	251430
cgA/cgC	9.0000e+00	5	1219658	251434
cgA/cgC	1.0000e+01	7	1671190	251436
cgA/cgC	1.1000e+01	6	1487610	251384
cgA/cgC	1.2000e+01	3	749802	250768
cgA/cgC	1.3000e+01	4	995612	251278
cgA/cgC	1.4000e+01	3	752484	251428
cgA/cgC	1.5000e+01	5	1226230	248772
cgA/cgC	1.6000e+01	6	1499726	251424
cgA/cgC	1.7000e+01	9	2231760	251486
cgA/cgG	0.0000e+00	2784	686104085	251496
cgA/cgG	1.0000e+00	937	230835722	251496
cgA/cgG	2.0000e+00	389	95398175	251496
cgA/cgG	3.0000e+00	221	54152179	251492
cgA/cgG	4.0000e+00	111	27243675	251488
cgA/cgG	5.0000e+00	70	17101368	251486
cgA/cgG	6.0000e+00	36	8887780	251496
cgA/cgG	7.0000e+00	41	10178282	251496
cgA/cgG	8.0000e+00	19	4707114	251482
cgA/cgG	9.0000e+00	15	3619335	251494
cgA/cgG	1.0000e+01	6	1482172	251482
cgA/cgG	1.1000e+01	12	2979310	251492
cgA/cgG	1.2000e+01	7	1756918	251484
cgA/cgG	1.3000e+01	9	2202976	251458
cgA/cgG	1.4000e+01	12	2993592	251480
cgA/cgG	1.5000e+01	9	2251062	251442
cgA/cgG	1.6000e+01	13	3133774	251428
cgA/cgG	1.7000e+01	19	4690242	251478
cgA/cgT	0.0000e+00	1047	257725181	251496
cgA/cgT	1.0000e+00	317	78012639	251494
cgA/cgT	2.0000e+00	128	31387660	251496
cgA/cgT	3.0000e+00	69	16972478	251494
cgA/cgT	4.0000e+00	28	6940790	251494
cgA/cgT	5.0000e+00	20	4979348	251484
cgA/cgT	6.0000e+00	12	2995274	251482
cgA/cgT	7.0000e+00	12	2992394	251490
cgA/cgT	8.0000e+00	6	1418858	251340
cgA/cgT	9.0000e+00	2	499996	250788
cgA/cgT	1.0000e+01	3	740698	251392
cgA/cgT	1.1000e+01	2	500578	250296
cgA/cgT	1.2000e+01	1	248576	248576
cgA/cgT	1.3000e+01	1	182632	182632
cgA/cgT	1.4000e+01	2	500306	251038
cgA/cgT	1.5000e+01	1	251004	251004
cgA/cgT	1.6000e+01	5	1236220	251420
cgA/cgT	1.7000e+01	1	245530	245530
cgC/cgA	0.0000e+00	2490	607474972	251496
cgC/cgA	1.0000e+00	916	222083679	251494
cgC/cgA	2.0000e+00	339	82209552	251494
cgC/cgA	3.0000e+00	187	45478905	251496
